"","sample","lang","cregion","state","sex","q1","q3","eminuse","intmob","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","cable1","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","age","marital","hh1","par","educ2","party","ideo","hisp","race","employed"
"1453",2,1,2,29,2,2,2,1,1,3,3,3,3,2,2,1,1,1,2,2,2,1,2,1,2,1,2,3,NA,NA,1,2,44,3,2,2,4,1,3,2,1,1
"1454",2,1,2,18,2,1,3,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,3,NA,NA,3,NA,3,1,1,49,1,3,2,8,2,4,2,1,1
"1455",2,1,2,39,2,1,3,1,1,3,3,3,3,3,1,2,1,1,2,2,1,1,2,1,2,3,3,1,3,2,2,2,46,1,4,1,8,3,2,2,1,1
"1456",2,1,3,24,1,2,2,1,1,1,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,1,1,NA,2,2,1,NA,2,1,1,24,6,2,2,6,2,2,2,2,1
"1457",2,1,3,11,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,NA,2,NA,3,2,2,39,1,2,2,8,2,3,2,2,1
"1459",2,2,4,6,1,2,3,2,2,1,1,1,1,1,1,2,2,1,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,35,1,2,1,3,2,4,1,6,1
"1460",2,2,3,48,2,2,2,1,1,3,3,3,3,3,2,2,2,2,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,1,1,38,2,2,1,1,NA,NA,1,1,0
"1461",2,1,4,6,1,2,3,1,1,1,1,NA,NA,NA,1,2,2,2,1,NA,1,1,NA,2,2,NA,2,3,2,2,1,2,62,3,1,2,6,3,2,2,NA,1
"1463",2,1,4,35,2,2,4,2,1,3,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,NA,NA,NA,3,1,1,62,3,1,2,3,3,5,1,1,1
"1464",2,1,3,48,1,2,4,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,3,NA,1,2,40,6,1,2,6,2,4,2,2,1
"1465",2,1,3,48,1,2,2,1,1,3,2,2,2,3,1,2,2,1,1,1,2,2,1,1,NA,1,1,NA,NA,NA,1,2,60,1,2,2,8,1,2,2,1,1
"1466",2,1,3,21,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,NA,2,1,1,NA,1,NA,3,1,1,31,6,3,1,4,2,5,2,2,1
"1467",2,1,3,48,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,3,3,2,3,2,2,1,54,1,4,1,4,1,2,1,1,1
"1468",2,1,2,27,2,1,2,1,2,3,1,2,NA,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,23,2,3,2,6,NA,5,2,1,1
"1469",2,1,4,6,2,2,3,1,1,3,3,3,3,3,1,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,56,1,2,2,6,1,2,2,1,1
"1472",2,1,4,53,2,2,2,1,1,3,NA,NA,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,60,1,2,2,4,NA,NA,NA,NA,1
"1473",2,1,4,4,1,1,2,1,1,3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,31,2,6,1,4,3,3,2,1,1
"1474",2,1,4,16,2,1,3,1,1,3,2,3,3,2,2,2,1,1,1,2,1,2,2,1,2,1,2,3,3,3,1,2,42,1,3,1,6,1,2,2,1,1
"1476",2,1,4,6,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,3,2,3,3,1,2,32,1,2,1,4,2,3,2,3,1
"1477",2,1,4,6,1,3,1,1,1,1,1,1,1,1,1,2,2,1,NA,2,2,NA,1,1,1,1,2,NA,2,2,1,2,39,1,2,1,3,2,4,2,1,1
"1478",2,1,4,6,2,2,3,2,2,3,2,1,2,1,1,1,2,2,2,1,1,2,1,2,3,2,NA,3,3,3,2,1,54,1,5,2,4,1,2,1,1,1
"1479",2,1,4,6,2,2,2,1,1,1,3,NA,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,NA,2,3,1,2,44,1,2,1,6,1,3,2,3,1
"1480",2,1,4,6,2,1,3,1,1,2,2,2,3,3,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,3,1,1,22,6,4,2,3,1,2,2,3,1
"1481",2,1,4,4,1,NA,NA,1,2,1,1,1,1,1,2,NA,1,1,1,2,1,1,2,2,2,3,2,3,NA,NA,1,2,62,5,1,2,8,3,4,2,1,1
"1482",2,1,2,39,1,3,3,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,3,3,3,3,2,2,19,6,4,2,3,3,3,2,1,0
"1483",2,1,3,5,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,3,2,3,3,NA,NA,1,1,25,1,2,1,3,2,3,2,1,1
"1484",2,1,3,48,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,3,NA,3,NA,3,1,2,65,1,1,2,8,2,3,2,1,1
"1485",2,1,3,37,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,NA,NA,2,2,1,1,57,6,2,2,6,3,3,2,2,1
"1488",2,1,4,8,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,NA,2,NA,NA,3,NA,1,2,55,1,3,2,4,3,3,2,1,0
"1490",2,1,1,42,2,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,1,1,2,2,3,2,3,3,1,2,30,1,1,1,4,3,4,2,2,1
"1491",2,1,1,36,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA,3,1,2,51,1,3,1,6,3,3,2,2,1
"1494",2,2,3,51,1,2,4,1,1,NA,3,3,1,3,1,2,2,2,1,2,1,2,2,2,NA,3,2,2,2,2,1,1,44,2,4,2,1,NA,NA,1,6,1
"1496",2,1,1,36,2,2,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,NA,2,NA,2,1,1,51,1,2,1,6,2,5,2,1,0
"1497",2,1,2,39,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,3,2,2,3,2,1,2,39,6,1,1,NA,2,3,2,2,1
"1502",2,1,3,24,2,3,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,3,1,2,1,NA,2,2,23,6,4,2,6,2,3,2,1,1
"1503",2,2,3,40,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,NA,2,3,3,3,3,2,1,32,2,2,1,4,3,3,1,1,0
"1504",2,1,3,54,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,56,3,1,2,8,2,5,2,1,1
"1505",2,1,3,54,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,NA,2,2,1,2,3,NA,2,1,1,41,1,4,1,5,1,1,2,1,1
"1506",2,1,1,9,2,1,4,2,2,3,1,3,2,3,1,2,2,2,2,1,1,1,2,2,3,2,NA,1,NA,3,1,1,50,6,2,1,3,3,2,2,4,0
"1507",2,1,1,34,2,1,2,1,1,3,1,2,2,2,1,1,2,1,1,NA,2,2,2,2,2,2,NA,2,2,3,1,2,55,1,2,2,8,3,5,2,1,1
"1509",2,1,3,24,1,1,2,1,1,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2,2,NA,1,2,3,3,1,2,29,1,2,2,8,1,2,2,1,1
"1510",2,1,2,39,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,NA,3,NA,2,1,2,58,1,3,NA,8,1,1,2,1,1
"1513",2,1,1,42,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,3,NA,2,NA,2,1,2,34,1,2,1,6,2,2,2,2,1
"1514",2,2,3,24,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,1,1,44,2,2,1,1,3,5,1,6,1
"1516",2,1,2,19,2,1,1,1,1,3,1,1,1,3,2,2,2,1,2,2,2,NA,1,2,2,2,NA,3,NA,3,2,1,63,1,2,2,8,NA,3,2,1,1
"1517",2,1,3,22,2,4,3,1,1,2,1,1,2,1,1,2,2,1,2,2,2,NA,2,2,NA,1,NA,3,NA,3,1,2,28,6,2,1,3,NA,NA,2,2,1
"1518",2,1,2,29,1,2,2,2,2,3,2,NA,3,3,2,2,2,2,1,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,1,2,99,NA,1,2,NA,NA,NA,2,1,0
"1519",2,1,2,18,2,1,3,1,1,3,3,1,2,3,2,2,1,1,1,2,2,2,1,1,2,3,3,NA,3,1,2,1,19,6,1,2,4,NA,4,2,2,0
"1520",2,1,2,20,1,2,3,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,26,6,1,2,8,3,3,2,1,1
"1521",2,1,2,29,1,1,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,1,2,48,1,4,1,8,3,2,2,1,1
"1522",2,1,4,6,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,3,2,2,2,2,1,2,18,6,1,2,1,3,4,2,2,0
"1523",2,2,4,4,2,4,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,NA,1,NA,NA,3,NA,2,2,60,6,1,2,3,3,4,1,6,0
"1524",2,2,4,6,1,2,3,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,3,NA,NA,NA,2,1,1,35,2,2,1,2,3,5,1,1,1
"1525",2,2,4,6,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,1,NA,NA,NA,3,2,1,30,6,4,2,3,3,2,1,2,1
"1526",2,1,4,6,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,NA,2,2,1,52,1,2,1,6,2,4,2,1,1
"1529",2,1,4,6,1,3,4,1,1,2,2,1,1,3,1,2,1,2,1,1,1,1,1,2,2,1,NA,NA,NA,2,2,1,41,1,2,1,2,1,2,1,6,0
"1531",2,1,4,6,1,1,2,1,1,3,3,3,3,2,1,2,2,1,2,2,1,2,1,1,NA,2,2,2,2,3,1,2,41,1,2,1,4,1,2,2,5,1
"1532",2,1,3,12,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,NA,3,1,1,45,3,1,1,8,2,5,2,1,1
"1533",2,1,2,17,1,3,3,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,NA,2,2,1,1,28,6,1,1,6,3,5,1,1,1
"1534",2,1,2,29,2,2,3,2,2,3,1,NA,2,3,1,2,2,1,1,1,1,2,1,2,3,3,NA,3,2,3,2,2,51,1,2,1,2,NA,2,2,1,0
"1535",2,1,3,48,1,3,2,1,1,1,NA,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,48,3,1,2,6,3,4,2,1,1
"1536",2,1,3,45,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,21,6,NA,2,4,3,3,2,3,1
"1537",2,1,4,41,2,1,2,1,1,3,2,2,1,3,1,1,2,1,1,2,2,2,2,2,2,3,2,2,NA,2,1,2,31,1,2,1,6,3,3,2,3,1
"1538",2,1,3,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,3,3,2,2,NA,2,2,24,6,2,2,3,3,3,2,1,1
"1539",2,1,4,53,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,NA,2,1,2,1,2,1,1,34,6,3,2,6,NA,4,2,1,1
"1541",2,1,2,27,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,47,1,2,2,6,2,4,2,1,1
"1542",2,1,3,13,1,2,3,1,1,2,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,3,3,2,3,2,1,2,32,1,2,1,8,1,1,2,1,1
"1543",2,1,1,25,2,3,3,2,2,2,1,2,1,2,1,2,2,1,1,2,1,NA,2,1,2,3,1,NA,3,2,1,2,27,6,2,2,3,2,NA,2,1,1
"1545",2,1,2,39,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,3,NA,2,2,1,1,2,48,1,2,2,3,2,4,2,1,1
"1546",2,1,3,45,2,1,2,2,2,3,3,NA,3,3,2,NA,2,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,2,1,85,NA,NA,2,3,2,4,2,2,0
"1547",2,1,1,42,1,1,3,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,3,2,2,2,2,2,2,39,1,2,1,3,1,3,2,1,1
"1548",2,1,3,13,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,1,73,1,2,2,6,2,3,2,1,1
"1549",2,1,2,26,1,2,3,1,1,3,3,3,3,3,1,1,NA,1,1,2,2,1,1,2,2,1,2,2,2,3,1,2,51,2,2,2,5,3,2,2,1,1
"1551",2,1,2,27,1,3,2,1,1,3,1,3,1,1,2,1,1,1,1,2,NA,1,1,1,1,3,2,1,3,1,1,2,98,3,1,1,4,1,2,2,1,1
"1552",2,1,3,40,2,3,3,1,1,3,1,3,1,3,2,2,2,2,1,2,2,1,2,2,3,1,3,3,3,3,1,2,30,1,2,1,6,NA,2,2,1,1
"1553",2,1,3,13,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,3,3,1,2,2,1,2,24,1,2,2,6,2,3,2,2,1
"1554",2,1,2,20,1,1,2,1,1,3,2,3,3,2,1,2,1,2,2,1,2,1,1,1,2,3,3,2,3,2,1,2,44,1,2,1,8,1,1,2,1,1
"1555",2,1,1,9,2,3,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,2,NA,1,3,1,2,21,6,1,1,3,3,4,2,2,0
"1557",2,1,2,39,2,2,3,1,1,1,1,1,2,1,1,1,1,1,NA,2,2,NA,2,1,2,3,NA,3,NA,NA,2,2,42,5,4,2,8,3,3,2,1,1
"1559",2,1,2,39,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,51,1,1,NA,3,2,2,2,1,1
"1560",2,1,2,38,1,1,1,1,1,3,3,3,3,3,1,2,2,2,2,1,1,2,1,2,3,1,3,3,3,3,1,1,69,1,2,2,6,1,1,2,1,1
"1561",2,1,4,6,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,2,NA,1,1,1,2,1,2,2,3,1,NA,2,40,1,2,2,8,1,3,2,3,1
"1564",2,1,3,28,2,2,4,2,2,3,1,1,NA,2,2,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,1,2,52,5,1,2,3,2,3,2,1,0
"1565",2,1,4,8,2,3,4,1,1,2,1,2,2,3,1,2,2,2,2,NA,2,1,1,2,2,2,3,2,2,2,1,2,25,1,2,1,3,NA,NA,1,4,1
"1566",2,1,4,49,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,38,1,2,1,3,1,3,2,1,1
"1567",2,1,3,48,1,3,3,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,18,6,3,2,3,NA,3,1,6,1
"1570",2,1,3,48,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,3,2,2,3,2,1,2,40,1,3,1,6,3,3,1,3,1
"1572",2,1,1,34,2,1,2,1,1,3,3,3,3,3,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,1,2,66,1,2,2,8,1,2,2,1,1
"1573",2,1,3,22,1,2,3,1,1,3,1,NA,3,NA,1,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,NA,1,53,1,4,1,8,NA,NA,2,2,1
"1574",2,1,1,25,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,37,1,2,1,6,3,3,2,1,1
"1575",2,1,4,53,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,NA,2,1,1,3,3,1,3,2,2,2,19,6,3,2,3,3,4,2,1,1
"1576",2,1,4,6,1,2,1,1,1,1,3,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,21,6,1,2,1,3,5,1,4,1
"1577",2,1,4,53,2,2,3,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,3,NA,2,3,3,2,2,46,4,2,1,8,2,4,2,2,1
"1578",2,1,3,47,2,1,2,1,1,1,1,1,1,1,2,1,1,1,NA,2,2,1,2,2,2,1,1,2,NA,NA,NA,2,34,1,2,1,6,2,5,2,1,1
"1579",2,1,4,41,1,2,3,1,1,3,2,3,3,3,1,2,2,2,2,1,2,2,1,1,3,1,3,3,3,3,1,2,54,1,3,2,4,1,3,2,1,1
"1580",2,1,3,13,2,1,2,2,1,1,1,1,2,3,1,2,2,1,1,1,1,2,1,2,NA,3,3,NA,NA,3,1,1,20,6,1,1,2,3,4,2,2,0
"1581",2,1,3,48,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,3,3,3,3,2,2,34,2,2,2,3,3,5,1,1,1
"1582",2,2,3,24,2,2,3,2,2,3,3,3,3,3,1,2,2,2,2,1,2,2,1,2,3,1,NA,1,2,NA,2,1,72,6,1,2,3,3,3,1,1,1
"1583",2,1,3,45,2,1,2,1,1,3,3,3,3,3,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,8,3,NA,2,4,0
"1585",2,1,4,6,2,2,2,1,1,1,1,2,2,2,1,NA,2,2,1,2,2,2,1,1,3,1,NA,NA,3,3,2,1,50,1,2,1,6,3,5,NA,3,1
"1587",2,1,2,27,1,1,2,1,1,2,3,1,3,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,1,2,44,1,2,1,3,3,2,2,1,1
"1588",2,1,1,42,1,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,NA,2,NA,2,2,2,3,3,2,3,1,2,24,6,1,2,4,2,3,1,6,1
"1591",2,1,3,48,2,4,3,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,3,2,1,3,3,2,1,2,31,1,2,1,8,NA,3,2,1,1
"1593",2,1,2,39,2,1,3,1,2,3,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,3,3,3,3,1,1,62,1,3,2,4,2,3,2,1,1
"1596",2,1,3,51,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,NA,2,1,2,2,2,2,28,6,3,1,3,NA,NA,2,1,0
"1597",2,1,2,39,2,2,2,1,1,2,1,1,3,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,36,1,3,1,4,2,3,2,2,1
"1598",2,1,3,51,1,1,3,1,1,3,1,3,3,2,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,NA,2,2,36,1,2,2,8,3,3,2,1,1
"1599",2,1,1,34,2,2,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,NA,1,1,1,1,NA,2,1,19,6,1,2,7,2,5,1,6,0
"1600",2,1,4,53,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,56,1,2,2,5,2,4,2,1,1
"1601",2,1,2,29,1,2,3,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,3,3,3,1,3,2,1,2,52,1,4,2,6,1,2,2,1,1
"1602",2,1,4,6,2,1,2,1,1,1,2,NA,3,3,1,2,2,1,1,2,1,1,1,1,NA,3,3,2,3,2,1,1,38,6,3,2,4,2,3,1,1,0
"1603",2,1,1,44,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,NA,2,NA,2,1,1,35,1,2,1,8,3,2,2,1,1
"1610",2,1,4,53,1,1,3,1,1,3,1,1,3,NA,2,2,2,1,2,2,NA,1,2,1,2,2,2,2,2,2,1,2,35,1,2,1,5,NA,NA,2,1,1
"1611",2,1,4,6,2,3,3,1,1,3,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,NA,3,1,3,2,1,2,19,6,2,2,4,1,1,1,6,1
"1613",2,1,3,12,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,NA,2,2,2,3,1,2,44,1,2,2,6,3,4,2,1,1
"1614",2,1,2,39,2,2,2,1,1,3,1,3,NA,2,1,2,2,2,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1,2,35,1,2,2,2,3,5,2,1,1
"1615",2,1,3,37,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,3,1,NA,3,NA,3,1,2,33,6,2,2,6,2,5,2,4,1
"1616",2,1,1,34,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,3,3,2,3,2,1,1,29,2,2,2,5,3,4,2,1,1
"1619",2,1,3,5,1,1,2,1,1,3,3,3,3,3,1,2,2,1,1,2,2,1,2,2,1,1,NA,1,NA,1,1,1,44,1,2,1,6,1,1,2,1,1
"1621",2,1,3,48,1,2,3,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,42,3,1,1,3,3,2,1,NA,1
"1622",2,2,4,6,2,2,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,1,3,2,1,40,6,3,1,1,NA,4,1,6,1
"1623",2,1,3,51,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,1,2,40,1,2,2,6,3,4,2,2,1
"1624",2,1,1,36,1,3,3,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,3,2,2,1,1,49,1,3,1,4,3,4,2,1,1
"1625",2,1,1,34,2,4,4,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,NA,1,2,2,2,2,1,99,6,NA,2,NA,NA,NA,NA,NA,1
"1626",2,2,1,34,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,2,2,2,2,1,2,1,53,4,3,2,1,3,1,1,1,0
"1627",2,1,2,29,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,3,NA,2,NA,2,NA,2,56,1,2,2,3,2,3,2,1,1
"1628",2,1,3,51,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,1,2,3,2,2,2,24,6,5,2,5,2,4,2,4,1
"1629",2,1,2,39,2,1,1,1,1,3,3,3,3,3,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,1,2,30,1,2,2,8,2,4,2,1,1
"1630",2,2,1,34,2,3,4,1,1,1,1,1,1,1,1,2,2,2,2,1,NA,2,1,1,NA,3,2,3,2,3,1,1,60,1,2,2,3,2,4,1,1,1
"1631",2,1,3,37,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,3,2,2,3,2,1,1,53,1,3,2,6,3,3,2,1,1
"1632",2,1,1,25,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,3,1,2,46,4,1,2,3,1,2,2,1,1
"1634",2,1,3,48,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,3,2,1,3,1,2,2,22,6,1,2,6,1,2,2,1,1
"1635",2,1,3,12,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,3,2,NA,NA,1,2,25,6,2,2,4,2,3,2,1,0
"1637",2,1,2,17,1,1,2,1,1,2,1,2,2,2,2,2,2,NA,1,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,1,43,1,2,1,8,3,3,2,1,1
"1638",2,1,2,29,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,3,2,3,1,1,2,19,6,1,2,4,1,2,2,1,1
"1639",2,1,3,48,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,3,1,2,29,6,3,2,3,2,5,2,2,1
"1641",2,2,4,6,1,2,3,2,2,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,3,NA,2,47,2,3,2,1,NA,2,1,2,1
"1643",2,1,3,24,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,55,1,6,2,NA,2,2,NA,2,1
"1648",2,1,3,51,1,3,2,1,1,1,3,2,1,2,1,2,2,1,1,1,1,1,1,1,3,3,3,1,3,1,2,1,50,3,2,2,3,1,2,2,2,1
"1649",2,1,1,23,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,NA,3,NA,3,1,2,57,1,2,2,8,2,4,2,1,1
"1652",2,1,3,37,1,2,2,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,3,1,1,58,1,3,2,8,1,2,1,6,1
"1653",2,1,2,18,2,2,3,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,2,3,NA,3,1,1,33,1,2,1,5,3,NA,2,1,0
"1658",2,1,3,12,1,1,4,1,1,2,2,2,2,1,1,1,2,2,2,1,NA,1,1,1,2,3,2,2,2,2,2,1,44,3,1,1,7,2,2,2,2,1
"1660",2,1,3,13,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,2,2,1,2,2,NA,3,NA,NA,NA,NA,1,2,32,1,2,1,8,3,3,2,1,1
"1661",2,1,3,12,1,3,2,1,1,2,1,1,3,1,1,2,2,1,1,2,2,NA,1,1,1,2,3,NA,3,2,2,2,44,1,2,2,8,3,2,2,1,1
"1662",2,1,3,24,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,3,1,NA,3,NA,2,1,1,63,6,1,2,4,2,3,2,1,1
"1663",2,1,2,18,2,2,3,1,1,3,3,3,3,3,1,2,2,2,2,1,2,2,1,2,2,1,NA,3,NA,2,1,2,18,6,6,2,3,1,1,2,1,1
"1664",2,1,2,55,1,3,2,2,2,1,2,2,3,2,1,2,2,2,2,1,2,2,1,2,2,3,NA,3,3,3,2,2,60,1,2,2,3,3,3,2,2,1
"1665",2,1,1,42,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,3,3,3,3,2,2,35,1,2,1,8,3,3,2,1,1
"1666",2,1,3,48,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,22,6,3,2,6,1,NA,2,1,1
"1668",2,1,1,9,2,2,2,1,1,3,1,1,1,1,1,1,2,1,1,2,2,1,1,2,3,2,1,3,1,2,1,2,19,6,3,2,4,2,5,2,3,1
"1669",2,1,1,34,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,3,3,3,2,1,2,35,1,2,1,8,2,3,2,1,1
